ano,sigla_uf,rede,diretoria,id_municipio,id_escola,id_escola_sp,codigo_tipo_escola,prop_aprovados_anos_inciais_ef,prop_reprovados_anos_iniciais_ef,prop_abandono_anos_iniciais_ef,prop_aprovados_anos_finais_ef,prop_reprovados_anos_finais_ef,prop_abandono_anos_finais_ef,prop_aprovados_em,prop_reprovados_em,prop_abandono_em
2012,SP,,CENTRO SUL,3550308.0,35001569,1569,,93.44,1.23,5.33,92.55,3.11,4.35,74.52,,3.82
2012,SP,,SUL 3,3550308.0,35038271,38271,,94.12,3.72,2.17,91.08,7.03,1.89,67.28,17.9,14.81
2012,SP,,SUZANO,3552502.0,35902937,902937,,96.54,3.08,0.38,95.21,3.42,1.37,86.01,8.39,5.59
2012,SP,,SANTO ANDRE,3547809.0,35008459,8459,,92.59,5.09,2.31,86.55,6.39,7.06,60.34,28.84,10.82
2012,SP,,NORTE 1,3550308.0,35046243,46243,,92.0,1.47,6.53,78.18,15.15,6.67,62.66,,22.56
2012,SP,,LESTE 1,3550308.0,35924374,924374,,96.1,1.77,2.13,92.45,3.62,3.93,84.57,13.03,2.39
2012,SP,,CENTRO OESTE,3550308.0,35004005,4005,,94.52,4.11,1.37,80.16,13.33,6.5,66.49,29.73,3.78
2012,SP,,SAO JOSE DOS CAMPOS,3549904.0,35037837,37837,,94.23,3.78,1.99,89.07,6.99,3.94,71.59,14.45,13.96
2012,SP,,SUL 2,3550308.0,35916791,916791,,98.35,0.33,1.32,83.35,14.6,2.05,56.56,35.17,8.27
2012,SP,,CARAPICUIBA,3510609.0,35040629,40629,,98.28,0.96,0.76,88.57,9.5,1.93,83.48,5.41,11.11
2012,SP,,SANTOS,3518701.0,35049141,49141,,79.66,15.25,5.08,86.96,10.31,2.72,70.59,15.38,14.03
2012,SP,,SUMARE,3519071.0,35919378,919378,,94.61,4.98,0.41,92.2,4.96,2.84,80.0,16.22,3.78
2012,SP,,SOROCABA,3552205.0,35039780,39780,,85.53,13.84,0.63,88.16,8.98,2.86,86.49,9.91,
2012,SP,,,3550308.0,35902615,902615,,96.86,0.63,2.52,91.67,2.78,5.56,,7.72,16.46
2012,SP,,SUL 1,3550308.0,35037461,37461,,91.03,4.67,4.3,73.15,12.78,14.06,46.7,,24.83
2012,SP,,SUL 1,3550308.0,35038258,38258,,96.44,2.57,0.99,90.39,8.73,0.87,75.67,18.71,5.63
2012,SP,,SANTO ANDRE,3547809.0,35008321,8321,,96.21,2.44,1.36,97.23,0.81,1.96,77.62,11.51,10.88
2012,SP,,,3550308.0,35048690,48690,,99.4,0.2,0.4,93.87,5.03,1.1,68.74,20.6,10.66
2012,SP,,LESTE 2,3550308.0,35900060,900060,,97.41,1.72,0.86,92.87,5.31,1.82,81.58,14.36,4.05
2012,SP,,LESTE 3,3550308.0,35003128,3128,,92.54,4.21,3.25,90.0,8.7,1.3,60.48,29.03,10.48
2012,SP,,LESTE 3,3550308.0,35902724,902724,,93.35,1.51,5.14,79.8,14.57,5.63,55.0,21.36,23.64
2012,SP,,SUL 2,3550308.0,35191917,191917,,96.16,2.47,1.37,90.63,6.04,3.33,,14.21,2.73
2012,SP,,CENTRO SUL,3550308.0,35003759,3759,,93.25,2.0,4.75,71.47,17.8,10.73,56.97,27.21,15.82
2012,SP,,SUL 3,3550308.0,35005393,5393,,98.22,0.4,1.38,80.57,11.41,8.02,72.9,11.92,15.19
2012,SP,,GUARULHOS NORTE,3518800.0,35925044,925044,,97.65,1.88,0.47,90.0,8.37,1.63,89.17,8.66,2.17
2012,SP,,SANTO ANDRE,3547809.0,35916985,916985,,89.0,10.75,0.25,94.53,2.34,3.13,64.9,23.56,
2012,SP,,CAMPINAS OESTE,3509502.0,35045676,45676,,97.42,1.11,1.48,92.29,2.43,5.29,75.65,15.87,8.48
2012,SP,,CAMPINAS LESTE,3509502.0,35018119,18119,,96.35,0.52,3.13,83.62,10.8,5.57,65.35,15.75,18.9
2012,SP,,RIBEIRAO PRETO,3543402.0,35900771,900771,,94.61,4.19,1.2,92.8,4.0,3.2,,16.56,2.27
2012,SP,,BAURU,3541109.0,35044076,44076,,93.55,5.81,0.65,94.85,2.58,2.58,85.0,3.75,
2012,SP,,,3509502.0,35915592,915592,,97.33,1.85,0.82,92.56,3.11,4.33,79.34,6.89,13.78
2012,SP,,SAO JOSE DOS CAMPOS,3549904.0,35013559,13559,,97.54,1.41,1.06,90.1,6.25,3.65,95.91,2.27,
2012,SP,,NORTE 1,3550308.0,35904259,904259,,98.21,1.07,0.71,88.63,10.03,1.34,75.9,22.49,1.61
2012,SP,,NORTE 2,3550308.0,35906141,906141,,97.65,0.36,1.99,89.65,6.09,4.26,77.62,8.33,14.05
2012,SP,,SUL 2,3550308.0,35035609,35609,,96.73,1.76,1.51,81.25,10.03,8.72,55.93,22.32,21.75
2012,SP,,,3550308.0,35191905,191905,,96.93,0.68,2.39,78.64,12.77,8.58,,19.53,22.12
2012,SP,,SUL 3,3550308.0,35917503,917503,,93.58,4.13,2.29,80.77,17.13,2.1,87.5,10.63,1.88
2012,SP,,SUZANO,3515707.0,35041166,41166,,97.54,2.11,0.35,83.54,13.54,2.91,71.94,20.84,7.21
2013,SP,estadual,NORTE 2,3550308.0,35000693,693,,97.77227783,1.485148549,0.742574275,88.50102997,11.29363441,0.205338806,87.60807037,12.10374641,0.288184434
2013,SP,estadual,NORTE 2,3550308.0,35001348,1348,,98.72262573,1.094890475,0.182481751,93.12406921,4.932735443,1.9431988,82.63157654,14.21052647,3.15789485
2013,SP,estadual,CENTRO,3550308.0,35001521,1521,,96.49681854,1.273885369,2.229299307,88.40579987,9.782608986,1.811594248,66.97248077,24.77064133,8.25688076
2013,SP,estadual,CENTRO SUL,3550308.0,35001569,1569,,95.5102005,2.040816307,2.448979616,95.88607788,3.16455698,0.949367106,81.22977448,17.79935265,0.970873773
2013,SP,estadual,CENTRO,3550308.0,35001570,1570,,97.98206329,0.672645748,1.345291495,87.766716,4.836415291,7.396870613,83.66013336,4.575163364,11.76470566
2013,SP,estadual,LESTE 5,3550308.0,35001776,1776,,96.07843018,3.431372643,0.490196079,84.38661957,13.75464725,1.858736038,65.38461304,,4.39560461
2013,SP,estadual,LESTE 1,3550308.0,35002732,2732,,98.36956787,0.815217376,0.815217376,87.25099945,11.35458183,1.394422293,45.96412659,47.08520126,6.950672626
2013,SP,estadual,,3550308.0,35002859,2859,,98.76325226,1.060070634,0.176678449,79.31034851,13.12997341,7.559681892,69.8653183,,9.764309883
2013,SP,estadual,LESTE 2,3550308.0,35002963,2963,,92.01877594,2.816901445,5.164319038,84.8837204,10.27131748,4.844961166,60.80843735,27.24077415,11.95079041
2013,SP,estadual,LESTE 2,3550308.0,35002999,2999,,96.90402222,2.167182684,0.928792596,90.75471497,5.471698284,3.773584843,74.60035706,16.16341019,9.236234665
2013,SP,estadual,LESTE 2,3550308.0,35003001,3001,,96.46464539,2.020201921,1.515151501,76.51821899,13.7651825,9.716599464,65.61821747,22.99349213,11.38828659
2013,SP,estadual,LESTE 3,3550308.0,35003128,3128,,94.6921463,2.335456371,2.972399235,93.20987701,3.909465075,2.880658388,61.38433456,25.50090981,13.11475372
2013,SP,estadual,CENTRO SUL,3550308.0,35003759,3759,,94.41860199,2.0930233,3.488372087,75.89498901,14.08114529,10.02386665,74.77313995,12.15970993,
2013,SP,estadual,CENTRO SUL,3550308.0,35004327,4327,,97.52851868,1.330798507,1.140684366,87.61161041,11.2723217,1.116071463,,,1.071428537
2013,SP,estadual,CENTRO SUL,3550308.0,35004340,4340,,93.49112701,5.029585838,1.479289889,72.9216156,23.04038048,4.038004875,73.06791687,19.43793869,7.494145393
2013,SP,estadual,CENTRO SUL,3550308.0,35004388,4388,,98.41772461,0.949367106,0.632911384,97.54273224,1.923076868,0.534188032,81.25,14.90384579,3.846153736
2013,SP,estadual,CENTRO SUL,3550308.0,35004418,4418,,94.15042114,1.671309233,4.178273201,79.35702515,9.137055397,11.50592232,64.77987671,16.35220146,18.86792374
2013,SP,estadual,SUL 2,3550308.0,35004996,4996,,94.39252472,3.738317728,1.869158864,78.72340393,14.11992264,7.156672955,58.35866165,25.83586693,15.80547142
2013,SP,estadual,SUL 2,3550308.0,35005061,5061,,95.74468231,2.431611061,1.823708177,87.74703217,10.07905102,2.173913002,64.94252777,20.6896553,14.36781597
2013,SP,estadual,SUL 2,3550308.0,35005241,5241,,99.19516754,0.402414501,0.402414501,94.91227722,2.982456207,2.105263233,85.02993774,12.87425137,2.095808268
2013,SP,estadual,SUL 3,3550308.0,35005344,5344,,97.43589783,1.538461566,1.025641084,87.71266174,7.750472546,4.536861897,,24.64183426,7.163323879
2013,SP,estadual,SUL 3,3550308.0,35005393,5393,,98.28326416,0.643776834,1.07296133,81.15942383,10.86956501,7.9710145,69.54545593,19.31818199,11.13636398
2013,SP,estadual,SUL 2,3550308.0,35005400,5400,,95.22471619,0.561797738,4.213483334,85.10638428,7.234042645,7.659574509,,,8.602150917
2013,SP,estadual,SUL 2,3550308.0,35005472,5472,,98.02955627,1.477832556,0.492610842,82.86852264,12.74900436,4.382470131,90.90908813,3.030303001,6.060606003
2013,SP,estadual,MOGI DAS CRUZES,3530607.0,35006841,6841,,90.24390411,7.317073345,2.439024448,93.39622498,4.716980934,1.886792421,82.01438904,13.30935287,4.676259041
2013,SP,estadual,DIADEMA,3513801.0,35007407,7407,,91.11747742,8.022922516,0.859598875,90.90908813,5.594405651,3.496503592,58.63636398,32.72727203,8.636363983
2013,SP,estadual,MAUA,3529401.0,35007808,7808,,97.11538696,1.602564096,1.282051325,86.65338898,10.75697231,2.589641333,51.86567307,25.18656731,22.94776154
2013,SP,estadual,SANTO ANDRE,3547809.0,35008321,8321,,95.08670807,3.757225513,1.156069398,94.62365723,3.89784956,1.478494644,77.33598328,19.88071632,2.783300161
2013,SP,estadual,SANTO ANDRE,3547809.0,35008369,8369,,92.80575562,1.438848972,5.755395889,84.90351868,5.334846973,9.761634827,55.8139534,17.12473488,27.06131172
2013,SP,estadual,SANTO ANDRE,3547809.0,35008424,8424,,94.21487427,4.132231236,1.65289259,86.60713959,11.4285717,1.964285731,57.73420334,32.24400711,10.02178669
2013,SP,estadual,SANTO ANDRE,3547809.0,35008459,8459,,91.1111145,7.222222328,1.666666627,78.44574738,16.86216927,4.692081928,59.52812958,27.76769447,12.70417404
2013,SP,estadual,ITAPECERICA DA SERRA,3522208.0,35009945,9945,,96.42857361,2.380952358,1.190476179,81.56681824,8.755760193,9.677419662,71.66666412,12.77777767,15.55555534
2013,SP,estadual,TABOAO DA SERRA,3552809.0,35010248,10248,,97.64705658,1.176470637,1.176470637,92.13483429,5.617977619,2.247190952,80.62284088,7.958477497,11.41868496
2013,SP,estadual,,3513504.0,35011642,11642,,87.87878418,6.818181992,5.303030491,73.80952454,12.58503437,13.60544205,,8.333333015,26.38888931
2013,SP,estadual,,3549904.0,35013559,13559,,96.7625885,2.517985582,0.719424486,96.26436615,1.724137902,2.01149416,,6.866952896,5.579399109
2013,SP,estadual,SAO JOSE DOS CAMPOS,3549904.0,35013602,13602,,93.16770172,4.347826004,2.484472036,95.74468231,1.702127695,2.553191423,76.63043213,6.521739006,
2013,SP,estadual,ITAPETININGA,3522307.0,35015180,15180,,97.87233734,1.418439746,0.709219873,93.82151031,4.118993282,2.059496641,96.63865662,2.521008492,
2013,SP,estadual,SOROCABA,3552205.0,35016214,16214,,90.32257843,8.064516068,1.612903237,87.22786713,10.59506512,2.177068233,60.04273605,33.54700851,
2013,SP,estadual,AMERICANA,3501608.0,35017346,17346,,98.46154022,1.025641084,0.512820482,95.09202576,4.294478416,0.613496959,83.80952454,8.571428299,7.619047642
2013,SP,estadual,CAMPINAS LESTE,3509502.0,35018107,18107,,94.52054596,2.05479455,3.424657583,91.5750885,6.593406677,1.831501842,74.56140137,18.42105293,7.017543793
2013,SP,estadual,CAMPINAS OESTE,3509502.0,35018156,18156,,96.90721893,2.061855555,1.030927777,86.74698639,5.622489929,7.630522251,76.15384674,16.15384674,7.692307472
2013,SP,estadual,CAMPINAS OESTE,3509502.0,35018491,18491,,97.24137878,2.068965435,0.689655185,97.35682678,0.881057262,1.762114525,94.0,2.799999952,
2013,SP,estadual,CAMPINAS LESTE,3509502.0,35018533,18533,,98.04469299,1.117318392,0.837988853,83.05882263,12.94117641,4.0,65.7692337,16.92307663,17.30769157
2013,SP,estadual,PIRACICABA,3538709.0,35020977,20977,,97.67441559,1.162790656,1.162790656,93.0463562,4.304635525,2.649006605,75.42016602,23.73949623,0.840336144
2013,SP,estadual,LIMEIRA,3543907.0,35021623,21623,,98.44559479,1.036269426,0.518134713,98.00796509,0.398406386,1.593625546,91.89189148,3.243243217,4.864864826
2013,SP,estadual,RIBEIRAO PRETO,3543402.0,35024016,24016,,95.56961823,3.797468424,0.632911384,79.44251251,16.72473907,3.832752705,,14.96598625,15.30612278
2013,SP,estadual,,3543402.0,35024089,24089,,98.47715759,1.015228391,0.507614195,88.72180176,3.007518768,8.270676613,83.63636017,3.636363745,12.72727299
2013,SP,estadual,SUL 2,3550308.0,35035592,35592,,92.43243408,1.621621609,5.94594574,83.94415283,8.726003647,7.329843044,67.38544464,15.63342285,16.98113251
2013,SP,estadual,SUL 2,3550308.0,35035609,35609,,95.57739258,3.194103241,1.228501201,85.74040222,8.775136948,5.484460831,72.91666412,9.635416985,17.44791603
2013,SP,estadual,SUL 3,3550308.0,35035661,35661,,89.42457581,4.354588032,6.220839977,72.02572632,16.07717133,11.89710617,50.2325592,28.3720932,21.3953495
2013,SP,estadual,SUL 2,3550308.0,35036274,36274,,95.74468231,0.354609936,3.900709152,83.24022675,9.683426857,7.076350212,64.86013794,20.45454597,
2013,SP,estadual,NORTE 1,3550308.0,35036444,36444,,81.59879303,17.19457054,1.206636548,90.2702713,6.891891956,2.837837934,78.77237701,11.76470566,9.462915421
2013,SP,estadual,SUL 2,3550308.0,35036705,36705,,95.0,1.578947425,3.421052694,84.65991211,10.41968155,4.920405388,63125.0,35.9375,0.9375
2013,SP,estadual,LESTE 1,3550308.0,35036766,36766,,97.15908813,1.136363626,1.704545498,89.63165283,6.54843092,3.819918156,70.49645233,16.45390129,13.04964542
2013,SP,estadual,LESTE 3,3550308.0,35036961,36961,,95.52772522,1.967799664,2.504472256,89.6907196,3.829160452,6.480117798,66.35160828,17.95841217,15.68998146
2013,SP,estadual,LESTE 3,3550308.0,35037060,37060,,96.57894897,1.315789461,2.105263233,86.00405884,5.882352829,8.11359024,72.62773895,,14.59854031
2013,SP,estadual,LESTE 2,3550308.0,35037357,37357,,93.93939209,2.164502144,3.896103859,84.69539642,7.429420471,7.875185966,70.91254425,11.21673012,17.87072182
2013,SP,estadual,SUL 1,3550308.0,35037461,37461,,96.0,0.631578922,3.368421078,80.51529694,7.890499115,11.594203,74.70166779,0.954653919,24.34367561
2013,SP,estadual,SUL 2,3550308.0,35037473,37473,,93.26047516,1.457194924,5.282331467,80.43478394,14.03162098,5.533596992,67.02509308,24.1935482,8.78136158
2013,SP,estadual,SUL 2,3550308.0,35037624,37624,,98.01324463,1.655629158,0.331125826,74.32605743,21.05263138,4.62130928,61.64623642,27.14535904,11.20840645
2013,SP,estadual,,3550308.0,35038143,38143,,97.265625,1.7578125,0.9765625,84.38438416,5.705705643,9.909910202,72.04116821,14.75128651,13.20754719
2013,SP,estadual,SUL 3,3550308.0,35038271,38271,,95.0530014,1.413427591,3.533568859,87.6288681,8.762887001,3.608247519,47.20000076,36.53333282,16.26666641
2013,SP,estadual,TABOAO DA SERRA,3515004.0,35038600,38600,,99.11242676,0.591715991,0.295857996,93.00518036,6.735751152,0.259067357,88.94230652,9.615385056,1.442307711
2013,SP,estadual,SANTOS,3548500.0,35038805,38805,,95.7142868,3.571428537,0.714285731,89.30232239,6.04651165,4.651162624,81.7142868,8.857142448,9.428571701
2013,SP,estadual,LESTE 4,3550308.0,35039248,39248,,92.92453003,4.48113203,2.594339609,89.48948669,7.207207203,3.303303242,71.42857361,18.22660065,10.34482765
2013,SP,estadual,LESTE 3,3550308.0,35039251,39251,,97.29729462,0.540540516,2.162162066,86.41390228,6.793048859,6.793048859,69.36274719,18.13725471,
2013,SP,estadual,NORTE 1,3550308.0,35039342,39342,,87.15596008,11.92660522,0.917431176,91.74311829,5.504587173,2.752293587,69.2307663,26.5734272,4.195804119
2013,SP,estadual,SUL 3,3550308.0,35039391,39391,,98.7755127,0.816326559,0.408163279,94.71544647,3.252032518,2.032520294,,6.122448921,3.401360512
2013,SP,estadual,SAO JOSE DOS CAMPOS,3549904.0,35039640,39640,,95.39170837,4.147465229,0.460829496,91.66666412,8.045976639,0.287356317,85.46255493,10.13215828,4.405286312
2013,SP,estadual,CAMPINAS OESTE,3509502.0,35039895,39895,,94.60916138,4.851751804,0.53908354,94.10526276,4.0,1.894736886,87.02065277,4.424778938,8.554572105
2013,SP,estadual,LESTE 2,3550308.0,35040332,40332,,96.41577148,1.43369174,2.150537729,96.33333588,3.0,0.666666687,86.97674561,9.302325249,3.720930338
2013,SP,estadual,CARAPICUIBA,3510609.0,35040629,40629,,98.11676025,0.564971745,1.318267465,88.31615448,7.216495037,4.467353821,78.06122589,7.908163071,14.03061199
2013,SP,estadual,ITAPECERICA DA SERRA,3522208.0,35040745,40745,,94.44444275,4.166666508,1.388888836,94.53924561,4.095562935,1.365187764,94.50549316,3.846153736,1.648351669
2013,SP,estadual,BAURU,3506003.0,35040939,40939,,97.9466095,0.410677612,1.642710447,94.22718811,3.538175106,2.234636784,95.28302002,4.402515888,0.314465404
2013,SP,estadual,LESTE 1,3550308.0,35040964,40964,,97.25274658,1.098901153,1.648351669,87.57061768,8.851223946,3.578154325,74.76459503,15.0659132,10.16949177
2013,SP,estadual,LESTE 1,3550308.0,35040988,40988,,94.82758331,1.034482718,4.13793087,93.75,3.125,3.125,60.1049881,27.03412056,12.8608923
2013,SP,estadual,SUL 1,3550308.0,35040997,40997,,93.45794678,5.607476711,0.934579432,90.63545227,7.692307472,1.672240853,69.32735443,24.03587532,6.636771202
2013,SP,estadual,SUL 2,3550308.0,35041002,41002,,91.23287964,1.095890403,7.6712327,85.30150604,4.522613049,10.17587948,71.7434845,16.63326645,11.62324619
2013,SP,estadual,SUL 2,3550308.0,35041051,41051,,92.40505981,4.430379868,3.16455698,84.54545593,5.757575989,9.696969986,50.39603806,25.24752426,24.35643578
2013,SP,estadual,SUZANO,3515707.0,35041166,41166,,96.20252991,3.16455698,0.632911384,86.53555298,9.077156067,4.387291908,72.57462311,13.43283558,13.9925375
2013,SP,estadual,SAO JOAO DA BOA VISTA,3530508.0,35041497,41497,,95.10489655,4.195804119,0.699300706,85.77680206,8.096280098,6.126914501,77.65957642,12.76595783,9.574467659
2013,SP,estadual,,3550308.0,35041725,41725,,93.89067841,4.823151112,1.286173582,73.86519623,22.28335571,3.851444244,51.82341766,40.3071022,7.869481564
2013,SP,estadual,SUL 3,3550308.0,35041774,41774,,93.87754822,3.061224461,3.061224461,79.77099609,12.02290058,8.20610714,64.50511932,16.72354889,18.77133179
2013,SP,estadual,SUL 2,3550308.0,35041786,41786,,88.53974152,6.099815369,5.360443592,78.0730896,19.6013298,2.325581312,60.15037537,39.09774399,0.751879692
2013,SP,estadual,SUL 3,3550308.0,35041798,41798,,98.63523865,1.240694761,0.124069475,88.36967468,8.515057564,3.115264893,65.5063324,21.99367142,
2013,SP,estadual,MAUA,3544103.0,35041993,41993,,96.18833923,2.242152452,1.569506764,85.68665314,8.317214966,5.99613142,71.73252106,17.629179,
2013,SP,estadual,SUMARE,3552403.0,35042523,42523,,87.41259003,10.48951054,2.09790206,86.40000153,6.0,7.599999905,82.25806427,12.36559105,5.376344204
2013,SP,estadual,RIBEIRAO PRETO,3543402.0,35042882,42882,,90.80000305,5.599999905,3.599999905,75.63024902,11.34453773,13.02521038,71.3235321,12.5,16.1764698
2013,SP,estadual,,3529401.0,35043849,43849,,92.26519012,6.629834175,1.104972363,81.76100922,11.9496851,6.289308071,78.01418304,16.3120575,
2013,SP,estadual,ITAQUAQUECETUBA,3523107.0,35043990,43990,,92.36363983,6.545454502,1.090909123,89.01251984,8.901251793,2.086230993,79.72709656,18.12865448,2.144249439
2013,SP,estadual,,3550308.0,35044261,44261,,89.95215607,3.349282265,6.698564529,89.78873444,5.281690121,4.929577351,75.84745789,,14.83050823
2013,SP,estadual,LESTE 3,3550308.0,35044325,44325,,97.15908813,1.420454502,1.420454502,92.41876984,4.15162468,3.429602861,71.38157654,11.84210491,16.77631569
2013,SP,estadual,SUL 2,3550308.0,35044386,44386,,97.14286041,0.571428597,2.285714388,76.00574493,14.36781597,9.626437187,71.0112381,15.95505619,13.03370762
2013,SP,estadual,SUL 3,3550308.0,35044436,44436,,98.6348114,0.682593882,0.682593882,96.40522766,2.287581682,1.307189584,93.36734772,3.571428537,3.061224461
2013,SP,estadual,RIBEIRAO PRETO,3543402.0,35044647,44647,,97.03704071,2.716049433,0.246913582,87.58169556,6.318082809,6.100217819,79.617836,,
2013,SP,estadual,CAMPINAS OESTE,3509502.0,35045697,45697,,98.72611237,0.636942685,0.636942685,97.11933899,2.057613134,0.823045254,88.05031586,6.289308071,5.660377502
2013,SP,estadual,NORTE 1,3550308.0,35046243,46243,,92.95039368,1.044386387,6.005221844,87.92048645,5.657492161,6.422018528,56.89655304,23.56321907,
2013,SP,estadual,SUL 1,3550308.0,35046334,46334,,86.53845978,12.5,0.961538434,93.13725281,4.248365879,2.614379168,84.26966095,3.370786428,12.35955048
2013,SP,estadual,SUL 2,3550308.0,35046346,46346,,90.92783356,3.711340189,5.360824585,89.91596985,3.025210142,7.058823586,71.46226501,11.320755,
2013,SP,estadual,CAMPINAS OESTE,3509502.0,35047156,47156,,96.11399078,3.108808279,0.77720207,90.0,5.32467556,4.67532444,62.85178375,12.19512177,24.95309639
2013,SP,estadual,CAMPINAS OESTE,3509502.0,35047200,47200,,99.35205078,0.431965441,0.21598272,92.84468079,4.537521839,2.617800951,80.078125,13.28125,6.640625
2013,SP,estadual,,3519600.0,35047491,47491,,97.20930481,2.325581312,0.465116292,96.28713226,2.227722883,1.485148549,88.23529053,3.921568632,7.843137264
2013,SP,estadual,MOGI DAS CRUZES,3530607.0,35048495,48495,,97.10610962,1.929260492,0.964630246,86.73184204,7.402234554,5.865921974,,14.61716938,12.29698372
2013,SP,estadual,LESTE 2,3550308.0,35048690,48690,,97.67441559,0.516795874,1.808785558,90.92356873,4.140127182,4.936305523,68.54545593,14.909091,16.54545403
2013,SP,estadual,SUL 2,3550308.0,35048719,48719,,92.62673187,1.843317986,5.529953957,80.93841553,7.478005886,11.58357811,65.98639679,,12.01814079
2013,SP,estadual,CAIEIRAS,3516309.0,35048781,48781,,97.61092377,2.047781467,0.341296941,98.38056946,1.214574933,0.404858291,98.2857132,0.571428597,1.142857194
2013,SP,estadual,CAIEIRAS,3516408.0,35048811,48811,,97.29729462,1.801801801,0.9009009,97.50778961,0.311526477,2.180685282,92.54901886,0.784313738,6.666666508
2013,SP,estadual,SANTOS,3518701.0,35049141,49141,,83.65384674,14.90384579,1.442307711,82.55813599,11.86046505,5.581395149,73.04347992,,3.478260756
2013,SP,estadual,,3543402.0,35049612,49612,,95.96602631,2.760084867,1.273885369,85.7142868,9.584086418,4.701627254,64.81481171,,15.55555534
2013,SP,estadual,,3506003.0,35070634,70634,,98.139534,1.395348787,0.465116292,90.40306854,6.525911808,3.071017265,,6.976744175,9.689922333
2013,SP,estadual,SUL 2,3550308.0,35191224,191224,,92.66862488,3.225806475,4.105571747,85.88850403,7.317073345,6.794425011,70.33747864,14.74245071,14.92007065
2013,SP,estadual,SUL 2,3550308.0,35191905,191905,,97.23320007,0.395256907,2.3715415,78.06215668,16.45338249,5.484460831,62.03208542,7.219251156,30.74866295
2013,SP,estadual,SUL 2,3550308.0,35191917,191917,,95.10703278,4.587155819,0.305810392,92.27272797,5.681818008,2.045454502,,16.49484444,5.154639244
2013,SP,estadual,LESTE 3,3550308.0,35284324,284324,,98.71382904,0.321543396,0.964630246,93.7093277,5.42299366,0.86767894,85.80857849,,0.660066009
2013,SP,estadual,NORTE 1,3550308.0,35290543,290543,,94.02597046,3.896103859,2.077922106,94.92753601,4.347826004,0.724637687,64.90566254,32.45283127,2.641509533
2013,SP,estadual,DIADEMA,3513801.0,35296533,296533,,99.23809814,0.380952388,0.380952388,92.19178009,4.931506634,2.876712322,71.6312027,17.73049736,10.63829803
2013,SP,estadual,LESTE 3,3550308.0,35412173,412173,,97.59999847,1.600000024,0.800000012,90.1639328,4.262295246,5.573770523,,22.84527588,12.14953232
2013,SP,estadual,LESTE 3,3550308.0,35433482,433482,,97.70773315,1.432664752,0.859598875,97.50778961,0.934579432,1.557632446,85.57213593,8.45771122,5.97014904
2013,SP,estadual,LESTE 2,3550308.0,35900060,900060,,94.53781891,2.731092453,2.731092453,85.52412415,9.816971779,4.658901691,80.58823395,10.98039246,8.431372643
2013,SP,estadual,,3552205.0,35900357,900357,,98.16176605,1.470588207,0.367647052,80.88961792,15.65074158,3.459637642,,17.26618767,12.58992767
2013,SP,estadual,RIBEIRAO PRETO,3543402.0,35900771,900771,,94.47853088,4.907975674,0.613496959,93.47826385,4.347826004,2.173913002,78.87700653,15.24064159,5.882352829
2013,SP,estadual,SUL 2,3550308.0,35901751,901751,,98.6111145,1.041666627,0.347222209,88.14102936,11.53846169,0.320512831,,18.01947975,18.01947975
2013,SP,estadual,SUL 3,3550308.0,35901799,901799,,93.37979126,6.271777153,0.348432064,83.96226501,7.547169685,8.490566254,72.05882263,,10.29411793
2013,SP,estadual,LESTE 4,3550308.0,35902226,902226,,95.32710266,0.467289716,4.205607414,92.5,1.5,6.0,56.79723358,25.92165947,
2013,SP,estadual,,3550308.0,35902263,902263,,93.93939209,3.030303001,3.030303001,87.1362915,10.56661606,2.297090292,75.75757599,22.86501312,1.377410412
2013,SP,estadual,,3550308.0,35902287,902287,,91.72077942,4.870130062,3.409090996,77.21518707,15.3707056,7.414104939,87.00906372,7.85498476,5.135951519
2013,SP,estadual,SUL 2,3550308.0,35902305,902305,,92.02453613,5.521472454,2.453987837,83.95061493,9.602194786,6.447187901,71.29629517,11.11111069,17.59259224
2013,SP,estadual,SUL 1,3550308.0,35902500,902500,,99.08676147,0.608828008,0.304414004,94.375,3.90625,1.71875,79.07489014,13.87665176,7.048458099
2013,SP,estadual,LESTE 3,3550308.0,35902615,902615,,97.90795135,0.209205016,1.882845163,94.83145905,2.921348333,2.247190952,71.92982483,19.07894707,8.991228104
2013,SP,estadual,LESTE 3,3550308.0,35902627,902627,,92.2705307,1.932367206,5.797101498,94.12998199,2.096436024,3.773584843,67.94871521,14.31623936,17.73504257
2013,SP,estadual,LESTE 4,3550308.0,35902639,902639,,97.46192932,2.030456781,0.507614195,91.98312378,6.32911396,1.687763691,77.39463806,,3.256705046
2013,SP,estadual,LESTE 3,3550308.0,35902724,902724,,92.28187561,1.677852392,6.040268421,82.01892853,9.463722229,8.517350197,61.09660721,,9.138381004
2013,SP,estadual,LESTE 4,3550308.0,35902792,902792,,96.3235321,2.205882311,1.470588207,70.57142639,10.85714245,18.5714283,,33.42174911,15.64986706
2013,SP,estadual,LESTE 4,3550308.0,35902809,902809,,98.38710022,0.806451619,0.806451619,80.41666412,14.79166698,4.791666508,67.61488342,30.85339165,1.531728625
2013,SP,estadual,LESTE 4,3550308.0,35902810,902810,,93.92857361,4.285714149,1.785714269,80.35713959,14.28571415,5.357142925,61.69355011,27.01612854,11.2903223
2013,SP,estadual,LESTE 2,3550308.0,35902861,902861,,97.05882263,2.573529482,0.367647052,89.24949646,8.519269943,2.231237411,59.91649246,27.13987541,12.94363213
